,source,id,price,area,rooms,floor,storeys,building_type,condition,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude
134,bars,4-3-13944,495000,335.0,5.0,9.0,9.0,Other,Good Condition,3.0,0,0,0,0,1,1,0,1,44.55827345658594,40.199176396159615
135,bars,1-S-70,830000,160.0,4.0,7.0,9.0,Other,Good Condition,2.0,0,1,0,0,1,1,0,1,44.434781436092,40.141653987919995
136,bars,1-S-62,800000,142.0,3.0,2.0,8.0,Other,Good Condition,2.0,0,0,1,1,1,1,0,1,44.434781436092,40.141653987919995
137,bars,1-3-1531,670000,90.0,3.0,4.0,4.0,Other,Good Condition,1.0,0,1,0,0,1,1,0,0,44.5215976,40.18607885
138,bars,1-3-205,430000,161.0,5.0,4.0,5.0,Other,Good Condition,2.0,0,1,0,1,1,0,0,0,44.51808492499669,40.187096641397815
139,bars,4-3-1285,150000,77.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,1,0,0,44.509269992836,40.20967865714541
140,bars,4-3-1367,415000,124.0,3.0,6.0,14.0,Other,Good Condition,2.0,0,1,1,1,1,1,0,1,44.499437857296144,40.19210576699806
141,bars,1-2-736,160000,78.0,2.0,1.0,6.0,Other,Good Condition,1.0,0,1,0,0,0,1,0,1,44.5273774,40.17699785
142,bars,4-3-1385,120000,78.3,3.0,1.0,9.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,1,44.520265311668524,40.1995721688172
143,bars,1-N-311,320000,70.0,3.0,12.0,14.0,Other,Good Condition,1.0,0,1,1,1,1,1,0,1,44.514048989347714,40.1861605885798
144,bars,1-3-1515,550000,209.0,5.0,4.0,4.0,Other,Good Condition,3.0,0,0,0,0,0,0,0,0,44.517821617617976,40.177431841441944
145,bars,1-3-2109,320000,90.0,3.0,2.0,5.0,Stone,Other,1.0,0,1,0,1,0,0,0,0,44.514048989347714,40.1861605885798
146,bars,1-3-859,266000,90.0,3.0,8.0,10.0,Panel,Other,1.0,0,1,0,1,1,1,0,1,44.505052000470215,40.183781674798254
147,bars,1-3-2070,500000,241.0,7.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,1,44.512115310889925,40.18645225816211
148,bars,1-3-1613,450000,157.0,4.0,3.0,4.0,Other,Good Condition,1.0,0,0,0,0,0,1,0,0,44.51181945133735,40.183313571671
149,bars,1-3-323,400000,300.0,6.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,0,44.519048808509375,40.177015330930764
150,bars,1-3-346,450000,90.0,3.0,4.0,5.0,Other,Good Condition,1.0,0,0,0,1,1,0,0,0,44.514048989347714,40.1861605885798
151,bars,1-3-883,357000,115.2,4.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,1,0,0,0,44.514048989347714,40.1861605885798
152,bars,1-3-985,270000,120.0,4.0,5.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.5180200101794,40.18203709652422
153,bars,1-S-72,1500000,170.0,3.0,10.0,5.0,Other,Other,3.0,0,1,1,1,1,1,1,1,44.434781436092,40.141653987919995
154,bars,1-3-2060,300000,95.0,4.0,3.0,10.0,Panel,Good Condition,1.0,0,1,0,0,1,1,0,1,44.51181945133735,40.183313571671
155,bars,4-3-1332,260000,152.5,4.0,5.0,11.0,Panel,Good Condition,2.0,0,0,0,0,0,1,0,1,44.52473536231635,40.20625843913501
156,bars,1-2-971,265000,56.0,2.0,4.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,1,0,0,44.51863665459219,40.17606564344017
157,bars,1-S-73,2400000,200.0,4.0,9.0,4.0,Other,Other,2.0,0,1,1,1,1,1,1,1,44.434781436092,40.141653987919995
158,bars,1-S-71,1300000,208.0,4.0,9.0,7.0,Other,Other,2.0,0,0,1,1,1,1,0,1,44.434781436092,40.141653987919995
160,bars,1-N-162,900000,200.0,4.0,5.0,10.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.5074118246583,40.184754985885355
162,bars,1-3-1981,565000,140.0,3.0,2.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,0,1,1,1,0,0,44.52381655212627,40.19066524195801
163,bars,4-3-1393,375000,138.0,4.0,7.0,8.0,Other,Good Condition,2.0,0,0,0,0,0,1,0,1,44.49295122036639,40.195119294914306
164,bars,1-3-2108,697000,110.0,4.0,3.0,6.0,Other,Good Condition,1.0,0,0,0,1,1,1,0,0,44.5215976,40.18607885
165,bars,1-N-278,630000,225.0,4.0,6.0,15.0,Other,Needs Renovation/Repair,4.0,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288
166,bars,1-3-2107,350000,129.6,4.0,3.0,5.0,Other,Needs Renovation/Repair,1.0,0,0,0,1,1,1,0,0,44.5273774,40.17699785
167,bars,1-3-2018,265000,90.0,3.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,0,0,1,0,0,44.50603348930943,40.19194689069822
168,bars,1-3-2028,175000,96.0,3.0,1.0,15.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,1,44.5055185,40.185361400000005
169,bars,1-2-982,260000,80.0,2.0,3.0,4.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.583870697678144,40.21673211791397
170,bars,2-1-44,70000,45.0,1.0,3.0,4.0,Stone,Good Condition,1.0,0,1,0,1,0,1,0,0,44.49588581289186,40.178518198636546
171,bars,6-Mal-48,230000,100.0,3.0,8.0,16.0,Other,Good Condition,2.0,0,0,0,0,1,0,0,1,44.5902935,40.18955105
172,bars,6-Av3-154,175000,108.0,3.0,12.0,16.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.5388218,40.222082400000005
173,bars,1-3-2095,290000,70.0,3.0,2.0,6.0,Other,Good Condition,1.0,0,0,0,1,0,1,0,0,44.5180200101794,40.18203709652422
174,bars,6-Ach-119,180000,100.2,4.0,7.0,18.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.46234708546167,40.1906722427931
175,bars,6-D4-101,270000,104.0,4.0,2.0,15.0,Other,Good Condition,2.0,0,1,0,0,1,1,0,1,44.4567380668362,40.166016462777485
176,bars,4-2-198,123000,68.0,2.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,1,0,0,0,44.50264037003831,40.20040397660547
177,bars,1-3-2104,200000,90.0,4.0,1.0,3.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,0,44.47752986786994,40.21777640245817
178,bars,4-3-1265,345000,153.0,3.0,6.0,6.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.49978402004816,40.19794363418706
179,bars,1-3-1665,1750000,250.0,4.0,5.0,5.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,0,44.50603348930943,40.19194689069822
180,bars,1-3-2102,365000,90.0,3.0,8.0,14.0,Monolit,Good Condition,1.0,0,1,1,1,0,1,1,1,44.499472776670245,40.180107053322125
181,bars,4-2-197,110000,55.0,2.0,3.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.4972968,40.20489739999999
182,bars,2-3-156,650000,165.0,4.0,16.0,8.0,Other,Good Condition,3.0,0,1,0,0,1,1,0,1,44.51811462379455,40.166993360178346
183,bars,4-3-1392,142000,71.0,3.0,3.0,14.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,0,0,0,1,44.51413593557797,40.210664400899944
184,bars,4-3-1391,230000,98.0,3.0,3.0,8.0,Other,Good Condition,2.0,0,1,0,0,0,1,0,1,44.55827345658594,40.199176396159615
185,bars,4-3-1217,102000,90.2,3.0,9.0,9.0,Panel,Good Condition,1.0,0,0,0,1,1,1,0,1,44.49091100920923,40.204181641463855
186,bars,4-3-554,600000,187.0,4.0,4.0,16.0,Other,Good Condition,2.0,0,1,1,1,1,1,0,1,44.50603348930943,40.19194689069822
187,bars,1-3-1771,330000,140.0,6.0,5.0,9.0,Panel,Good Condition,3.0,0,0,0,1,1,1,0,1,44.519048808509375,40.177015330930764
188,bars,1-А-114,300000,121.0,4.0,4.0,4.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,1,0,0,1,44.51228432718437,40.19590302536037
189,bars,4-3-1390,320000,93.0,3.0,10.0,11.0,Other,Good Condition,1.0,0,0,0,0,1,0,0,1,44.4972968,40.20489739999999
190,bars,1-B-108,330000,105.0,3.0,3.0,10.0,Other,Good Condition,2.0,0,1,0,0,1,1,0,1,44.55827345658594,40.199176396159615
191,bars,1-N-376,350000,105.0,4.0,7.0,11.0,Other,Good Condition,2.0,0,1,0,0,0,1,0,1,44.5247969,40.17890785
193,bars,1-2-973,370000,52.0,2.0,5.0,9.0,Other,Good Condition,1.0,0,0,0,1,1,1,0,1,44.5055185,40.185361400000005
194,bars,1-N-421,880000,170.0,4.0,21.0,22.0,Other,Good Condition,3.0,0,0,1,1,1,1,0,1,44.583870697678144,40.21673211791397
195,bars,1-DH-6,507870,188.1,4.0,3.0,8.0,Other,Needs Renovation/Repair,3.0,1,0,1,0,0,1,0,0,44.50523170804844,40.19493042144863
196,bars,1-A-64,550000,207.0,4.0,4.0,9.0,Other,Good Condition,3.0,0,1,0,0,1,0,0,0,44.50523170804844,40.19493042144863
197,bars,1-N-120,220000,54.0,2.0,2.0,18.0,Other,Good Condition,1.0,0,0,0,1,1,0,0,1,44.51228432718437,40.19590302536037
198,bars,1-A-107,1400000,350.0,5.0,4.0,4.0,Other,Good Condition,3.0,0,0,0,0,1,1,0,1,44.51228432718437,40.19590302536037
199,bars,6-NN1-125,64000,32.0,1.0,4.0,4.0,Stone,Good Condition,1.0,0,0,0,0,1,1,0,0,44.55833520806485,40.200767144092175
200,bars,4-3-1389,190000,96.0,3.0,2.0,14.0,Panel,Needs Renovation/Repair,2.0,0,0,0,0,1,0,0,1,44.5046635,40.21198605
201,bars,1-N-390,220000,120.0,3.0,13.0,13.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,1,0,0,0,44.519048808509375,40.177015330930764
202,bars,1-2-981,175000,62.0,2.0,5.0,5.0,Stone,Good Condition,1.0,0,1,0,1,0,1,0,0,44.50548999069079,40.177259112639284
203,bars,1-A-99,160000,69.0,3.0,7.0,8.0,Other,Good Condition,1.0,0,1,0,0,0,1,0,1,44.51228432718437,40.19590302536037
204,bars,1-N-420,1260000,366.0,7.0,7.0,11.0,Other,Good Condition,4.0,0,1,1,0,1,1,0,1,44.5055185,40.185361400000005
205,bars,1-3-1958,380000,100.0,3.0,3.0,4.0,Other,Good Condition,1.0,0,0,0,0,1,1,0,0,44.51642634119875,40.18161375666288
206,bars,1-3-2101,270000,90.0,3.0,4.0,11.0,Panel,Other,1.0,0,0,0,1,1,1,0,1,44.51166722152143,40.182206184659805
207,bars,98976,95000,69.0,3.0,5.0,9.0,Panel,Good Condition,1.0,0,0,0,1,0,1,0,0,44.49015285,40.145965849999996
208,bars,4-3-1388,118000,68.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,1,0,0,44.52473536231635,40.20625843913501
209,bars,1-N-125,240000,45.0,2.0,5.0,14.0,Other,Good Condition,1.0,0,0,0,1,1,1,0,1,44.55827345658594,40.199176396159615
210,bars,4-2-69,150000,73.0,2.0,4.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.5046635,40.21198605
211,bars,1-3-1762а,200000,100.0,3.0,5.0,5.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397
212,bars,1-3-2100,170000,98.0,3.0,12.0,16.0,Panel,Needs Renovation/Repair,1.0,0,0,1,0,0,0,0,1,44.5273774,40.17699785
213,bars,2-3-172,120000,67.0,3.0,2.0,14.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,1,1,0,1,44.52003469603711,40.17296185385123
214,bars,4-3-1387,210000,75.0,3.0,2.0,16.0,Other,Good Condition,1.0,0,1,0,0,1,1,0,1,44.4972968,40.20489739999999
215,bars,4-3-1386,150000,80.0,3.0,2.0,5.0,Other,Good Condition,1.0,0,1,0,0,1,1,0,0,44.51002309500625,40.20586486520793
216,bars,1-N-419,386000,115.7,4.0,6.0,6.0,Other,Good Condition,2.0,0,0,0,0,0,0,0,0,44.525802703963514,40.17890932602983
217,bars,4-3-931,125000,110.0,4.0,14.0,14.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,1,44.509269992836,40.20967865714541
218,bars,1-N-418,450000,121.0,3.0,4.0,7.0,Other,Good Condition,2.0,0,1,0,1,0,1,0,1,44.5180200101794,40.18203709652422
219,bars,1-3-2017,230000,90.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,1,1,1,0,0,44.514048989347714,40.1861605885798
220,bars,6-Av3-153,214000,107.0,3.0,10.0,14.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.5388218,40.222082400000005
221,bars,4-3-1384,135000,102.0,4.0,10.0,14.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,1,44.509269992836,40.20967865714541
222,bars,6-Z3-259,113000,55.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,1,0,0,44.53131187614989,40.2057431020302
223,bars,1-3-2082,290000,94.0,3.0,3.0,13.0,Panel,Good Condition,3.0,0,0,0,1,1,1,0,1,44.583870697678144,40.21673211791397
224,bars,4-3-1360,420000,125.0,4.0,2.0,15.0,Other,Good Condition,2.0,0,0,1,0,1,1,0,1,44.49857435,40.209585149999995
225,bars,1-N-384,450000,123.0,3.0,3.0,15.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.50439786901182,40.18091474247
226,bars,1-B-117,370000,90.0,4.0,7.0,15.0,Other,Good Condition,1.0,0,0,0,1,1,1,0,1,44.51863665459219,40.17606564344017
227,bars,4-2-194,110000,68.2,2.0,1.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501
228,bars,4-3-1383,215000,91.0,4.0,3.0,5.0,Stone,Good Condition,2.0,0,1,0,1,1,1,0,0,44.52473536231635,40.20625843913501
229,bars,6-NN3-340,380000,171.0,4.0,10.0,14.0,Other,Good Condition,1.0,0,1,0,0,1,1,0,1,44.56767632462467,40.1901200973952
230,bars,1-3-2098,280000,138.0,4.0,9.0,9.0,Panel,Good Condition,2.0,0,1,0,1,1,1,0,1,44.45609932611657,40.15477242139723
231,bars,6-NN2-213,90000,65.0,2.0,5.0,12.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,1,44.56766267869721,40.190976192401365
232,bars,1-1-440,148000,38.0,1.0,5.0,10.0,Panel,Good Condition,1.0,0,1,0,0,1,1,0,1,44.50449735,40.1832187
233,bars,1-A-109,560000,160.0,4.0,4.0,5.0,Other,Good Condition,2.0,0,1,1,1,0,1,0,1,44.50523170804844,40.19493042144863
234,bars,4-3-1151,92000,83.0,3.0,5.0,9.0,Panel,Good Condition,1.0,0,0,0,0,0,0,0,1,44.57251521346963,40.21266289465016
235,bars,1-2-978,170000,60.0,2.0,4.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,1,0,0,0,0,44.51642634119875,40.18161375666288
236,bars,2-3-171,445000,143.0,4.0,1.0,7.0,Other,Good Condition,2.0,0,0,0,0,0,1,0,1,44.5273774,40.17699785
237,bars,6-NN-339,70000,60.0,3.0,5.0,5.0,Stone,Other,1.0,0,0,0,0,0,1,0,0,44.57111460185527,40.2061998983339
239,bars,4-3-1322,300000,147.1,4.0,3.0,4.0,Other,Good Condition,2.0,0,0,1,1,1,1,0,0,44.520265311668524,40.1995721688172
240,bars,4-3-1381,280000,117.0,3.0,6.0,17.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,1,0,0,1,44.51872985,40.204131149999995
241,bars,4-3-1355,198000,90.0,3.0,3.0,8.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.55827345658594,40.199176396159615
242,bars,4-3-1380,600000,174.0,3.0,1.0,4.0,Stone,Good Condition,1.0,0,0,0,0,0,1,0,0,44.4672332201912,40.19625664909909
243,bars,2-3-59,300000,80.0,3.0,1.0,3.0,Other,Good Condition,1.0,0,0,0,0,0,0,0,0,44.55827345658594,40.199176396159615
244,bars,1-N-417,750000,185.0,5.0,5.0,9.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.51181945133735,40.183313571671
245,bars,1-A-84,380000,190.0,4.0,3.0,8.0,Other,Good Condition,3.0,0,1,0,1,1,1,0,1,44.51228432718437,40.19590302536037
246,bars,1-2-977,210000,66.7,2.0,3.0,4.0,Other,Good Condition,1.0,0,0,0,0,1,1,0,0,44.50948029563954,40.17885352616499
247,bars,4-2-192,190000,56.4,2.0,5.0,8.0,Other,Good Condition,1.0,0,1,0,0,1,1,0,1,44.4625288,40.172490550000006
248,bars,6-D3-195,160000,68.0,3.0,5.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,1,0,1,44.49633619872418,40.22328636163789
249,bars,6-NN-4,165000,120.0,3.0,5.0,7.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.56801074287233,40.198569321875524
250,bars,4-3-1378,109000,75.0,3.0,1.0,4.0,Other,Good Condition,1.0,0,0,0,1,0,1,0,0,44.520265311668524,40.1995721688172
251,bars,1-S-51,1500000,256.0,5.0,4.0,9.0,Other,Good Condition,3.0,0,1,0,0,1,1,0,1,44.434781436092,40.141653987919995
252,bars,4-3-1377,260000,90.0,3.0,4.0,9.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.50164222859443,40.19625902492543
253,bars,4-3-1286,170000,104.0,4.0,3.0,10.0,Panel,Other,1.0,0,0,0,0,1,1,0,1,44.50603348930943,40.19194689069822
254,bars,1-A-117,380000,106.7,3.0,4.0,7.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,1,44.51228432718437,40.19590302536037
255,bars,1-1-439,105000,43.0,1.0,4.0,4.0,Stone,Good Condition,1.0,0,0,0,1,1,1,0,0,44.45609932611657,40.15477242139723
256,bars,1-1-438,105000,34.0,1.0,4.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,1,0,0,0,0,44.50548999069079,40.177259112639284
257,bars,1-N-416,1224000,242.0,5.0,7.0,16.0,Other,Good Condition,4.0,0,0,1,0,1,1,0,1,44.50439786901182,40.18091474247
258,bars,2-3-170,390000,165.0,4.0,2.0,10.0,Other,Good Condition,2.0,0,0,1,1,1,1,0,1,44.51811462379455,40.166993360178346
259,bars,1-A-115,250000,93.0,3.0,5.0,6.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,0,0,0,0,44.51228432718437,40.19590302536037
260,bars,4-3-1376,240000,109.0,3.0,10.0,16.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,1,44.51872985,40.204131149999995
261,bars,1-3-2090,165000,82.0,3.0,3.0,4.0,Stone,Good Condition,1.0,0,1,0,1,0,1,0,0,44.499472776670245,40.180107053322125
262,bars,4-3-1365,330000,120.0,4.0,3.0,16.0,Other,Good Condition,2.0,0,0,0,0,0,1,0,1,44.51413593557797,40.210664400899944
263,bars,6-Ach-118,115000,80.0,3.0,3.0,16.0,Panel,Good Condition,1.0,0,1,0,0,1,1,0,1,44.43443755,40.117706
264,bars,4-3-1372,175000,83.0,4.0,2.0,5.0,Stone,Good Condition,1.0,0,0,0,0,1,1,0,0,44.51002309500625,40.20586486520793
265,bars,4-3-1571,135000,100.0,3.0,4.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.51002309500625,40.20586486520793
266,bars,4-3-1359,306000,175.0,4.0,3.0,16.0,Panel,Good Condition,2.0,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501
267,bars,1-3-2093,262000,105.0,3.0,6.0,6.0,Other,Good Condition,2.0,0,1,0,1,0,1,0,1,44.583870697678144,40.21673211791397
268,bars,4-3-1370,132000,75.0,2.0,2.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,0,44.52473536231635,40.20625843913501
269,bars,4-3-1362,400000,140.0,4.0,11.0,17.0,Other,Good Condition,2.0,0,1,0,1,1,1,0,0,44.50603348930943,40.19194689069822
270,bars,4-3-1363,450000,170.0,5.0,5.0,9.0,Other,Good Condition,2.0,0,1,0,0,0,0,0,0,44.55827345658594,40.199176396159615
272,bars,3-3-2091,410000,124.0,4.0,3.0,6.0,Other,Good Condition,2.0,0,1,0,0,0,1,0,0,44.51166722152143,40.182206184659805
274,bars,1-3-2034,400000,148.0,3.0,3.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,0,1,0,1,0,0,44.51642634119875,40.18161375666288
