source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other,coordinates,opera,malibu,aua,zvartnoc,dalma,yerevan_mall,shumyan_cemetery,nork_cemetery,central_cemetery,davtashen_cemetery,zeytun_cemetery,yerablur,avan_cemetery,baghramyan_subway,shengavit_subway,barekamutyun_subway,yeritasardakan_subway,zoravar_subway,sasunci_subway,gorcarain_subway,gergin_subway,charbakh_subway,avan,massiv,L_payment_terminal,L_pharmacy,L_atm,L_car_wash,L_waste_disposal,L_parking,L_bank,L_clinic,L_fuel,L_school,L_place_of_worship,L_music_school,L_university,L_kindergarten,L_bus_station,L_hospital,L_prison,L_stripclub
bnakaran,d116333,300000.0,129.0,4.0,6.0,8.0,2.0,1,0,0,0,0,0,0,0,44.522924084656,40.213436935609,1,0,0,0,1,0,0,0,"(40.213436935609, 44.522924084656)",3122,3608,2813,12424,4811,6728,5915,3060,7095,4043,1979,8408,4189,3060,8244,2995,3038,4782,6677,8306,7810,9218,5101,7965,2,1,2,0,0,3,2,0,1,3,0,0,0,0,0,2,0,0
myrealty,141561,201000.0,153.0,5.0,1.0,6.0,3.0,0,0,0,0,0,0,0,0,44.52706263472466,40.205140244623664,0,0,0,1,0,0,1,0,"(40.205140244623664, 44.52706263472466)",2358,2941,2383,12253,4374,5973,6066,2164,6125,4696,1817,8046,3857,2960,7556,2869,2191,3978,5868,7521,7172,8611,4954,7074,0,2,3,1,3,5,4,0,1,3,2,1,2,3,0,0,0,0
bnakaran,d57467,400000.0,160.0,3.0,3.0,8.0,1.0,1,0,0,1,0,0,0,0,44.515078825082,40.183150782279,1,0,0,0,0,0,1,0,"(40.183150782279, 44.515078825082)",316,602,1370,10322,2305,3325,5267,2899,4127,5498,4195,5850,5682,2393,4923,2291,531,1349,3244,4882,4576,6034,6972,4593,18,6,32,3,5,7,12,1,0,5,0,1,1,2,0,2,0,0
bnakaran,d91884,50750.0,58.0,2.0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,44.505501773856,40.18667285826,0,0,0,1,1,0,0,0,"(40.18667285826, 44.505501773856)",817,453,646,9706,1674,3503,4373,3572,4895,4722,4490,5348,6216,1540,4934,1447,1222,1809,3568,5103,4487,5899,7459,5090,1,2,4,4,2,4,1,1,1,1,1,0,0,1,0,2,0,0
myrealty,124690,450000.0,128.0,3.0,4.0,6.0,2.0,1,1,1,1,0,1,1,1,44.505052000470215,40.183781674798254,1,0,0,0,0,0,1,0,"(40.183781674798254, 44.505052000470215)",887,262,962,9548,1502,3179,4441,3684,4660,4983,4730,5140,6390,1776,4619,1692,1288,1522,3249,4780,4182,5603,7651,4785,3,3,6,3,2,6,4,2,1,2,1,1,1,2,0,0,0,0
myrealty,124644,110000.0,47.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,0,0,0,1,0,0,1,0,"(40.19625902492543, 44.50164222859443)",1614,1563,488,9886,2212,4544,3862,3853,5964,3648,4190,5779,6169,676,5864,566,1910,2924,4655,6141,5360,6708,7317,6202,4,3,2,4,5,1,1,1,2,0,0,0,0,0,0,0,0,0
bnakaran,d116679,250000.0,72.0,3.0,7.0,16.0,1.0,0,0,0,1,0,0,0,0,44.519620890876,40.185605860671,0,0,1,0,1,0,0,0,"(40.185605860671, 44.519620890876)",387,1027,1494,10777,2744,3731,5560,2442,4202,5523,3742,6318,5210,2547,5357,2439,71,1720,3606,5262,5029,6490,6499,4861,13,8,34,3,6,6,10,0,0,3,2,0,2,1,0,4,0,0
myrealty,139209,230000.0,96.0,3.0,7.0,9.0,1.0,1,1,0,0,0,1,1,1,44.50292388371961,40.192933034202376,1,0,0,0,0,0,1,0,"(40.192933034202376, 44.50292388371961)",1289,1179,141,9805,1968,4178,4007,3725,5593,4016,4268,5604,6167,912,5532,804,1623,2538,4277,5778,5044,6415,7352,5817,1,3,6,3,5,2,0,0,1,3,0,0,0,0,0,0,0,0
bars,4-3-95,200000.0,104.0,4.0,4.0,7.0,2.0,0,0,0,1,0,1,0,1,44.50603348930943,40.19194689069822,0,1,0,0,0,1,0,0,"(40.19194689069822, 44.50603348930943)",1014,1002,144,9991,2066,4090,4284,3463,5360,4255,4102,5735,5953,1195,5503,1086,1338,2362,4153,5691,5040,6434,7155,5657,1,3,8,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0
bars,4-3-1427,115000.0,83.0,3.0,7.0,14.0,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,0,0,1,0,0,0,0,1,"(40.19625902492543, 44.50164222859443)",1614,1563,488,9886,2212,4544,3862,3853,5964,3648,4190,5779,6169,676,5864,566,1910,2924,4655,6141,5360,6708,7317,6202,4,3,2,4,5,1,1,1,2,0,0,0,0,0,0,0,0,0
bnakaran,d117579,160000.0,89.0,3.0,3.0,5.0,2.0,0,0,0,1,0,1,0,0,44.513892509261,40.165163273084,0,0,0,1,1,0,0,0,"(40.165163273084, 44.513892509261)",2319,2052,3136,9741,2659,1573,6115,4154,2658,7168,5931,5162,7013,3954,3278,3879,2395,689,1306,2975,3128,4561,8346,2610,0,9,1,4,2,2,2,0,2,1,1,0,0,1,0,2,0,0
bnakaran,d113725,146000.00000000003,78.0,3.0,8.0,9.0,1.0,0,0,0,1,0,0,0,0,44.495065,40.225053,0,0,1,0,1,0,0,0,"(40.225053, 44.495065)",4663,4796,3714,11400,5140,7758,4457,5669,9057,1544,4562,8099,6749,3094,8945,3126,4805,6159,7900,9343,8379,9600,7463,9449,0,1,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0
myrealty,140268,121000.0,81.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.48028805,40.20511795,0,0,0,1,0,0,1,0,"(40.20511795, 44.48028805)",3640,3398,2491,8968,2975,5788,2187,5811,7827,2025,5656,5560,7810,1442,6710,1547,3966,4641,6062,7291,6099,7204,8819,7725,0,6,5,1,3,1,0,0,1,1,0,0,0,1,1,3,0,0
myrealty,142692,125000.0,85.0,4.0,1.0,6.0,2.0,0,1,0,1,0,1,1,0,44.52473536231635,40.20625843913501,0,0,0,1,1,0,0,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
bnakaran,d102791,153000.0,85.0,2.0,7.0,8.0,1.0,1,0,1,1,0,0,0,0,44.515702460327,40.177120695254,1,0,0,0,0,0,1,0,"(40.177120695254, 44.515702460327)",988,930,1951,10170,2324,2739,5563,3165,3528,6081,4705,5630,6018,2910,4388,2817,1071,721,2606,4261,4097,5563,7333,3921,5,7,14,0,7,11,9,0,0,3,0,1,0,0,1,0,0,0
myrealty,139109,595000.0,118.0,3.0,8.0,12.0,2.0,1,1,0,0,0,1,0,0,44.51642634119875,40.18161375666288,1,0,0,0,0,0,1,0,"(40.18161375666288, 44.51642634119875)",500,734,1574,10375,2392,3213,5431,2864,3922,5703,4260,5879,5678,2592,4837,2491,589,1210,3104,4754,4513,5976,6978,4417,20,5,31,3,6,10,20,0,0,2,2,0,0,1,0,0,0,0
myrealty,132028,215000.00000000003,70.0,3.0,6.0,11.0,2.0,0,1,0,1,0,1,1,1,44.51166722152143,40.182206184659805,0,0,1,0,0,0,1,0,"(40.182206184659805, 44.51166722152143)",512,326,1291,10014,2001,3128,5028,3208,4189,5420,4462,5544,5984,2259,4691,2163,828,1222,3093,4705,4321,5774,7270,4514,11,10,16,6,5,5,12,4,0,4,0,1,1,5,0,4,0,0
bars,1-3-2100,170000.0,98.0,3.0,12.0,16.0,1.0,0,0,1,0,0,0,0,1,44.5273774,40.17699785,0,0,1,0,0,1,0,0,"(40.17699785, 44.5273774)",1446,1779,2595,11125,3314,3314,6482,2410,3073,6680,4253,6565,5274,3634,5017,3530,1206,1442,3025,4680,4823,6276,6605,3983,0,1,2,0,0,4,1,0,1,5,0,0,3,1,0,0,0,0
bnakaran,d117394,110000.0,100.0,3.0,7.0,15.0,2.0,0,0,0,0,0,0,0,0,44.506882357147,40.184571825636,0,0,1,0,1,0,0,0,"(40.184571825636, 44.506882357147)",715,192,897,9725,1679,3288,4557,3511,4637,4983,4556,5319,6212,1795,4757,1704,1119,1551,3332,4887,4332,5759,7473,4838,4,5,6,4,4,9,5,5,1,2,3,0,1,2,0,3,0,0
myrealty,142504,105000.0,80.0,3.0,1.0,5.0,1.0,0,0,0,0,1,1,1,0,44.4684631,40.199323,0,0,0,1,0,0,1,0,"(40.199323, 44.4684631)",4228,3813,3152,7789,2818,5590,1048,6692,8057,2748,6761,4608,8875,2162,6227,2272,4604,4852,5960,6967,5583,6518,9931,7647,1,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0
bnakaran,d29901,768800.0,31.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.498600006104,40.202201843262,0,0,0,1,1,0,0,0,"(40.202201843262, 44.498600006104)",2281,2273,1195,10012,2709,5206,3627,4224,6662,2963,4199,6099,6296,687,6461,658,2535,3632,5342,6797,5929,7232,7367,6904,6,15,12,5,5,0,6,1,0,2,0,1,0,1,0,1,0,0
myrealty,124563,330000.0,140.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51002309500625,40.20586486520793,0,0,0,1,0,0,1,0,"(40.20586486520793, 44.51002309500625)",2250,2541,1566,11047,3494,5669,4649,3443,6596,3397,3158,7042,5286,1680,7081,1614,2340,3856,5705,7269,6602,7973,6328,7144,2,4,4,7,6,5,5,0,5,1,0,0,0,2,0,2,0,0
bars,1-3-1645,300000.0,200.0,6.0,3.0,9.0,2.0,0,0,0,0,0,0,0,1,44.51181945133735,40.183313571671,0,0,1,0,1,0,0,0,"(40.183313571671, 44.51181945133735)",407,326,1190,10067,2039,3249,4999,3152,4285,5325,4361,5612,5910,2178,4806,2080,757,1345,3216,4828,4430,5880,7191,4634,7,11,23,5,5,6,11,5,0,4,0,1,1,4,0,5,0,0
myrealty,139334,350000.0,89.0,4.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764,0,0,0,1,1,0,0,0,"(40.177015330930764, 44.519048808509375)",1054,1155,2115,10441,2609,2874,5827,2939,3367,6249,4565,5893,5802,3108,4549,3011,1025,869,2689,4356,4289,5753,7123,3905,3,7,10,2,5,10,5,1,0,2,0,1,0,0,1,0,0,0
myrealty,122618,325000.0,121.0,3.0,4.0,18.0,2.0,1,0,0,0,0,0,0,0,44.499472776670245,40.180107053322125,1,0,0,0,0,0,1,0,"(40.180107053322125, 44.499472776670245)",1479,794,1434,8960,942,2748,4181,4260,4673,5152,5355,4523,7000,1965,4080,1909,1862,1462,2909,4341,3610,5011,8268,4530,0,1,6,2,0,7,1,1,0,2,0,0,0,0,0,2,0,0
myrealty,140776,105000.0,81.0,3.0,1.0,9.0,1.0,0,1,0,0,1,1,1,1,44.49082633472604,40.19822318396341,0,0,1,0,1,0,0,0,"(40.19822318396341, 44.49082633472604)",2468,2228,1325,9217,2135,4831,2938,4791,6670,3009,4961,5346,7019,273,5942,384,2806,3507,5044,6390,5374,6615,8122,6674,15,10,19,2,8,1,4,0,0,2,0,0,1,2,0,1,0,0
bars,1-3-46,195000.0,170.0,3.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.512115310889925,40.18645225816211,0,1,0,0,0,0,0,1,"(40.18645225816211, 44.512115310889925)",257,514,929,10215,2169,3591,4919,3029,4571,5053,4091,5807,5721,1965,5129,1861,660,1693,3566,5174,4736,6179,6984,4979,14,5,22,2,4,3,4,5,0,2,2,0,1,2,0,2,0,0
bnakaran,d117633,600000.0,200.0,4.0,4.0,16.0,2.0,1,0,1,0,0,0,0,0,44.516620071441,40.17792573882,1,0,0,0,1,0,0,0,"(40.17792573882, 44.516620071441)",907,929,1915,10270,2395,2855,5598,3050,3561,6049,4587,5734,5902,2894,4506,2798,962,836,2715,4372,4216,5681,7216,4007,7,8,14,2,7,7,10,1,0,1,0,0,0,1,1,0,0,0
bnakaran,d110850,450000.0,130.0,3.0,3.0,12.0,2.0,1,0,0,1,0,0,0,0,44.508127,40.184698,1,0,0,0,1,0,0,0,"(40.184698, 44.508127)",608,182,914,9829,1782,3321,4652,3405,4587,5026,4469,5416,6111,1852,4811,1757,1012,1537,3347,4917,4396,5828,7375,4832,4,7,11,4,5,8,6,6,1,3,2,0,2,2,0,4,0,0
myrealty,140668,349999.99999999994,142.0,3.0,5.0,7.0,2.0,0,1,0,1,0,1,1,1,44.51227294254827,40.19201414395731,0,0,0,1,0,0,1,0,"(40.19201414395731, 44.51227294254827)",710,1060,665,10473,2480,4192,4807,2933,5110,4576,3669,6160,5454,1674,5698,1563,913,2312,4182,5781,5278,6704,6674,5593,1,0,3,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0
myrealty,127811,296000.0,132.0,4.0,3.0,5.0,2.0,0,0,0,0,0,0,0,0,44.51406057333508,40.190047324583134,0,0,0,1,0,0,1,0,"(40.190047324583134, 44.51406057333508)",458,932,857,10522,2492,4021,4992,2796,4847,4841,3695,6160,5398,1899,5561,1788,653,2099,3984,5600,5164,6602,6641,5364,8,4,12,0,2,1,6,1,0,1,0,0,2,3,0,0,0,0
myrealty,142690,180000.0,110.0,3.0,14.0,18.0,1.0,1,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,1,0,0,0,0,1,0,0,"(40.166016462777485, 44.4567380668362)",5432,4749,5006,5016,3062,3900,3565,8210,7184,6583,9187,776,10945,4685,3409,4733,5816,4745,4468,4516,2810,3054,12196,5856,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0
bnakaran,d116798,123600.0,103.0,3.0,3.0,5.0,2.0,0,0,0,0,0,0,0,0,44.502899169922,40.177200317383,0,0,0,1,1,0,0,0,"(40.177200317383, 44.502899169922)",1424,782,1698,9131,1244,2432,4594,4112,4239,5562,5374,4630,6910,2359,3871,2294,1756,1030,2538,4033,3451,4888,8199,4129,6,10,11,0,0,6,3,1,0,2,2,0,0,1,0,0,0,0
myrealty,136392,159000.0,56.0,2.0,3.0,12.0,1.0,1,1,1,1,0,1,1,1,44.52733885,40.20019725,1,0,0,0,0,0,1,0,"(40.20019725, 44.52733885)",1890,2516,2126,12020,4050,5478,6043,1845,5579,4976,2102,7730,3948,2869,7086,2767,1678,3470,5351,7011,6724,8174,5128,6530,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0
bnakaran,d109151,549000.0,121.0,4.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,44.515646,40.18919,0,0,0,1,0,0,1,0,"(40.18919, 44.515646)",357,942,1016,10608,2567,3971,5142,2675,4703,5001,3663,6222,5317,2061,5535,1951,489,2019,3912,5541,5154,6600,6571,5262,10,5,16,1,2,1,5,1,0,2,0,0,2,3,0,0,0,0
myrealty,139056,550000.0,201.0,4.0,16.0,16.0,2.0,1,0,1,0,0,0,0,1,44.4972968,40.20489739999999,1,0,0,0,0,1,0,0,"(40.20489739999999, 44.4972968)",2588,2592,1513,10091,2965,5510,3569,4413,6976,2661,4236,6269,6372,902,6740,905,2827,3952,5654,7098,6197,7482,7406,7222,3,5,3,2,2,0,1,1,0,2,0,1,0,0,0,1,0,0
bars,1-3-1974,500000.0,250.0,5.0,5.0,5.0,2.0,0,0,0,1,1,1,0,1,44.51166722152143,40.182206184659805,0,0,0,1,0,1,0,0,"(40.182206184659805, 44.51166722152143)",512,326,1291,10014,2001,3128,5028,3208,4189,5420,4462,5544,5984,2259,4691,2163,828,1222,3093,4705,4321,5774,7270,4514,11,10,16,6,5,5,12,4,0,4,0,1,1,5,0,4,0,0
myrealty,124857,349999.99999999994,150.0,4.0,5.0,9.0,2.0,1,0,0,0,0,0,0,0,44.50472122504243,40.19100870974382,1,0,0,0,0,0,1,0,"(40.19100870974382, 44.50472122504243)",1042,926,159,9845,1913,3975,4193,3578,5331,4278,4253,5583,6093,1159,5370,1054,1394,2289,4053,5576,4900,6290,7300,5576,1,3,7,1,4,1,0,0,0,2,0,0,1,0,0,0,0,0
bars,4-3-1395,154000.0,61.0,3.0,1.0,5.0,1.0,0,0,0,1,0,0,0,0,44.499437857296144,40.19210576699806,0,0,0,1,1,0,0,0,"(40.19210576699806, 44.499437857296144)",1492,1240,428,9500,1720,4082,3729,4022,5686,3942,4570,5323,6477,746,5372,655,1856,2561,4221,5675,4863,6209,7661,5801,2,3,2,3,4,2,2,1,1,3,0,0,0,0,0,0,0,0
bars,1-3-2080,900000.0,320.0,7.0,5.0,4.0,4.0,0,0,0,1,1,1,0,0,44.51808492499669,40.187096641397815,0,1,0,0,0,1,0,0,"(40.187096641397815, 44.51808492499669)",282,967,1300,10714,2669,3828,5394,2519,4406,5313,3694,6281,5240,2352,5431,2243,181,1835,3730,5377,5081,6537,6516,5025,9,6,21,2,6,2,7,0,0,4,1,0,2,1,0,2,0,0
myrealty,130753,129999.99999999996,66.0,2.0,5.0,5.0,1.0,0,1,0,0,0,1,0,0,44.50264037003831,40.20040397660547,0,0,0,1,0,0,1,0,"(40.20040397660547, 44.50264037003831)",1919,1981,900,10193,2657,5007,3950,3843,6317,3335,3934,6171,5989,830,6332,752,2153,3344,5107,6606,5825,7166,7091,6634,5,8,7,4,5,2,4,1,3,1,0,0,0,0,0,1,0,0
bars,1-A-113,500000.00000000006,146.0,4.0,3.0,6.0,2.0,1,0,1,0,1,0,0,1,44.50523170804844,40.19493042144863,0,1,0,0,0,1,0,0,"(40.19493042144863, 44.50523170804844)",1298,1340,285,10082,2264,4413,4176,3537,5680,3947,3987,5899,5915,1005,5800,894,1577,2701,4487,6014,5321,6700,7086,5995,1,0,1,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0
myrealty,140352,108000.0,69.0,1.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.47439213842463,40.198846692958135,0,1,0,0,1,0,0,0,"(40.198846692958135, 44.47439213842463)",3740,3350,2651,8136,2499,5315,1544,6185,7653,2712,6282,4722,8384,1656,6075,1765,4111,4442,5652,6747,5443,6469,9452,7336,6,3,1,2,9,5,1,0,1,2,0,0,1,0,0,0,0,0
myrealty,139830,820000.0000000001,170.0,4.0,6.0,15.0,2.0,1,0,0,0,0,0,0,0,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0,"(40.20241187184684, 44.51959732658925)",1864,2366,1698,11551,3703,5473,5403,2544,5968,4287,2519,7365,4532,2266,7006,2173,1801,3525,5420,7048,6591,8015,5652,6729,0,4,2,2,1,2,0,0,2,3,0,0,0,1,0,0,0,0
myrealty,142711,87000.0,60.0,2.0,1.0,5.0,1.0,0,1,0,0,1,1,1,1,44.46529796992896,40.20902734145039,0,0,0,1,1,0,0,0,"(40.20902734145039, 44.46529796992896)",4943,4635,3803,8372,3865,6670,1440,7152,9001,1861,6880,5600,9065,2751,7339,2860,5284,5790,7018,8070,6694,7608,10019,8704,10,4,8,2,5,14,3,0,3,5,0,0,0,1,0,0,0,0
bnakaran,d42339,240000.0,109.0,3.0,10.0,16.0,2.0,1,0,0,1,0,0,0,0,44.516680598281,40.203909758636,1,0,0,0,1,0,0,0,"(40.203909758636, 44.516680598281)",1996,2433,1645,11417,3654,5566,5174,2839,6199,3988,2680,7290,4749,2081,7063,1995,1986,3655,5541,7153,6626,8035,5837,6896,1,1,4,2,2,0,5,0,3,1,0,0,0,1,0,0,0,0
myrealty,141400,139000.0,60.0,2.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883,0,0,0,1,0,0,1,0,"(40.19562050194883, 44.499155086504345)",1725,1585,573,9667,2049,4473,3656,4058,6020,3592,4411,5580,6392,490,5750,379,2048,2929,4611,6065,5231,6562,7540,6184,2,7,3,6,5,1,2,2,2,1,0,0,0,2,0,0,0,0
myrealty,127280,115000.0,70.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,0,0,0,1,1,0,0,0,"(40.19625902492543, 44.50164222859443)",1614,1563,488,9886,2212,4544,3862,3853,5964,3648,4190,5779,6169,676,5864,566,1910,2924,4655,6141,5360,6708,7317,6202,4,3,2,4,5,1,1,1,2,0,0,0,0,0,0,0,0,0
myrealty,138349,140000.0,65.0,2.0,3.0,5.0,1.0,0,1,0,0,0,1,1,0,44.48391940382059,40.15066923296988,0,0,0,1,0,0,1,0,"(40.15066923296988, 44.48391940382059)",4738,4141,4960,7092,3184,1503,5772,7105,4672,8081,8671,2755,9974,5245,660,5230,4995,3314,2022,1646,116,1571,11300,3056,30,18,13,4,5,3,13,2,0,5,0,0,0,1,0,1,0,0
myrealty,130359,350000.0,110.0,3.0,6.0,7.0,2.0,0,1,0,1,0,1,1,1,44.491346750379165,40.19366433254226,0,0,1,0,0,0,1,0,"(40.19366433254226, 44.491346750379165)",2189,1840,1122,8985,1637,4325,3022,4710,6248,3497,5105,4974,7088,448,5440,480,2561,3059,4546,5881,4878,6139,8238,6185,6,6,1,2,11,3,1,1,0,2,0,0,1,0,0,2,0,0
bnakaran,d111447,139000.0,39.0,1.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,44.517827433837,40.178346581973,0,0,0,1,1,0,0,0,"(40.178346581973, 44.517827433837)",882,986,1934,10381,2496,2946,5673,2939,3548,6068,4493,5847,5792,2930,4604,2832,891,926,2791,4453,4321,5786,7107,4052,5,9,14,1,9,6,7,1,0,1,0,0,0,1,1,0,0,0
bnakaran,d100716,750000.0,250.0,4.0,8.0,16.0,3.0,1,0,1,1,0,0,0,0,44.506554722509,40.181374428521,1,0,0,0,1,0,0,0,"(40.181374428521, 44.506554722509)",888,223,1242,9574,1557,2933,4660,3646,4371,5279,4824,5116,6405,2071,4419,1988,1253,1225,2977,4531,4009,5446,7684,4495,10,7,16,3,3,7,9,2,0,3,0,1,1,4,0,3,0,0
myrealty,133575,410000.0,90.0,2.0,12.0,12.0,1.0,0,1,1,1,0,1,1,1,44.514048989347714,40.1861605885798,0,0,1,0,0,0,1,0,"(40.1861605885798, 44.514048989347714)",90,619,1072,10356,2311,3609,5086,2877,4463,5177,4000,5932,5590,2117,5174,2011,495,1668,3557,5181,4798,6248,6861,4932,15,9,32,1,4,4,8,2,0,2,0,0,2,1,0,1,0,0
myrealty,139333,230000.0,84.0,3.0,14.0,16.0,1.0,1,1,0,1,0,1,1,1,44.48269187331872,40.1815899567878,1,0,0,0,0,0,1,0,"(40.1815899567878, 44.48269187331872)",2795,2155,2207,7706,562,3281,2900,5586,5876,4647,6392,3487,8218,1978,4086,2002,3201,2757,3650,4705,3479,4654,9440,5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myrealty,128297,390000.0,105.0,3.0,9.0,15.0,2.0,1,1,0,1,0,1,1,1,44.49082633472604,40.19822318396341,1,0,0,0,0,0,1,0,"(40.19822318396341, 44.49082633472604)",2468,2228,1325,9217,2135,4831,2938,4791,6670,3009,4961,5346,7019,273,5942,384,2806,3507,5044,6390,5374,6615,8122,6674,15,10,19,2,8,1,4,0,0,2,0,0,1,2,0,1,0,0
bnakaran,d113013,195000.0,130.0,3.0,14.0,15.0,2.0,1,0,0,0,0,0,0,0,44.51240735,40.18048421,1,0,0,0,1,0,0,0,"(40.18048421, 44.51240735)",654,472,1490,10012,2040,2967,5157,3226,3995,5616,4568,5516,6032,2444,4553,2350,899,1030,2912,4535,4203,5661,7328,4316,11,4,11,3,3,9,9,3,0,3,0,1,1,2,0,3,0,0
bnakaran,d107306,220000.0,63.0,3.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.510534,40.184436,0,0,0,1,1,0,0,0,"(40.184436, 44.510534)",424,264,1027,10009,1966,3339,4855,3217,4449,5160,4345,5577,5944,2013,4869,1914,818,1476,3329,4926,4475,5918,7216,4772,8,11,16,3,4,7,8,6,0,5,2,1,1,4,0,5,0,0
bnakaran,d78594,81900.0,63.0,2.0,9.0,14.0,1.0,1,0,0,0,0,0,0,0,44.510423720058,40.180692384193,1,0,0,0,1,0,0,0,"(40.180692384193, 44.510423720058)",710,334,1400,9859,1874,2936,4992,3370,4111,5507,4658,5374,6162,2320,4492,2230,1011,1063,2914,4517,4123,5576,7453,4361,10,4,14,6,2,8,11,3,0,3,0,2,1,3,0,3,0,0
myrealty,132609,255000.0,152.0,4.0,5.0,12.0,2.0,1,1,0,0,0,1,0,0,44.5388218,40.222082400000005,1,0,0,0,0,0,1,0,"(40.222082400000005, 44.5388218)",4489,5067,4403,14080,6413,8098,7504,3324,7926,5246,1240,10044,3127,4718,9688,4652,4300,6091,7970,9632,9300,10735,3733,9089,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
bnakaran,d115369,248000.0000000001,90.0,2.0,7.0,17.0,2.0,1,0,0,0,0,1,0,0,44.506566269836,40.205860599636,1,0,0,0,1,0,0,0,"(40.205860599636, 44.506566269836)",2324,2538,1504,10801,3349,5634,4361,3711,6710,3160,3444,6845,5579,1448,7001,1394,2460,3881,5699,7235,6504,7854,6614,7178,2,1,3,6,2,6,3,0,5,2,0,0,0,2,0,1,0,0
