source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other,coordinates,opera,malibu,aua,zvartnoc,dalma,yerevan_mall,shumyan_cemetery,nork_cemetery,central_cemetery,davtashen_cemetery,zeytun_cemetery,yerablur,avan_cemetery,baghramyan_subway,shengavit_subway,barekamutyun_subway,yeritasardakan_subway,zoravar_subway,sasunci_subway,gorcarain_subway,gergin_subway,charbakh_subway,avan,massiv,L_payment_terminal,L_pharmacy,L_atm,L_car_wash,L_waste_disposal,L_parking,L_bank,L_clinic,L_fuel,L_school,L_place_of_worship,L_music_school,L_university,L_kindergarten,L_bus_station,L_hospital,L_prison,L_stripclub
bnakaran,d108949,117000.0,84.0,3.0,4.0,5.0,1.0,0,0,0,1,0,0,0,0,44.469027287032,40.208844098202,0,0,0,1,1,0,0,0,"(40.208844098202, 44.469027287032)",4664,4378,3519,8568,3696,6516,1616,6840,8768,1731,6565,5645,8749,2466,7250,2574,4999,5561,6845,7945,6612,7575,9706,8527,12,6,8,5,7,0,4,1,1,6,0,0,0,3,0,0,0,0
bars,1-N-384,450000.0,123.0,3.0,3.0,15.0,2.0,0,0,0,0,1,1,0,1,44.50439786901182,40.18091474247,0,1,0,0,1,0,0,0,"(40.18091474247, 44.50439786901182)",1069,387,1280,9384,1368,2856,4514,3836,4450,5240,4990,4931,6590,2027,4301,1951,1441,1264,2934,4457,3874,5303,7866,4489,9,8,15,2,1,5,5,2,0,2,0,1,1,1,0,1,0,0
bars,1-T-8,1250000.0,197.0,5.0,5.0,12.0,2.0,0,1,0,1,1,1,0,1,44.52381655212627,40.19066524195801,0,1,0,0,1,0,0,0,"(40.19066524195801, 44.52381655212627)",904,1588,1655,11312,3267,4393,5799,1965,4614,5369,3079,6901,4623,2653,6023,2542,597,2377,4252,5914,5691,7151,5892,5444,0,2,8,1,0,5,6,0,0,0,0,0,18,1,0,5,0,0
bnakaran,d47261,112000.0,80.0,3.0,10.0,10.0,1.0,1,0,0,0,0,0,0,0,44.515598297119,40.179401397705,1,0,0,0,1,0,0,0,"(40.179401397705, 44.515598297119)",735,763,1730,10234,2305,2961,5453,3040,3746,5865,4501,5715,5875,2714,4592,2618,840,955,2849,4498,4280,5744,7182,4174,10,6,15,2,7,10,14,1,0,2,0,0,0,2,0,0,0,0
bnakaran,d116501,252000.0,140.0,4.0,5.0,17.0,2.0,1,0,0,0,0,0,0,0,44.526193846557,40.177521698216,1,0,0,0,0,0,1,0,"(40.177521698216, 44.526193846557)",1333,1664,2481,11042,3210,3289,6367,2439,3161,6571,4239,6487,5307,3519,4989,3416,1105,1382,3018,4679,4781,6238,6636,4021,0,1,5,0,0,4,1,0,1,5,0,0,3,1,0,0,0,0
myrealty,128722,830000.0,160.0,4.0,7.0,9.0,2.0,1,1,1,1,0,1,1,1,44.51467793334746,40.18220208362412,1,0,0,0,0,0,1,0,"(40.18220208362412, 44.51467793334746)",423,576,1430,10255,2253,3214,5269,2971,4053,5564,4298,5772,5767,2438,4815,2338,628,1239,3134,4771,4472,5931,7060,4490,20,6,25,4,7,9,10,3,0,3,0,1,1,2,0,2,0,0
bnakaran,d104602,1350000.0,300.0,7.0,5.0,8.0,3.0,1,0,1,0,0,0,0,0,44.515745375669,40.177079549986,1,0,0,0,0,0,1,0,"(40.177079549986, 44.515745375669)",993,936,1957,10173,2328,2736,5568,3164,3522,6087,4707,5632,6018,2916,4386,2823,1074,718,2603,4258,4097,5562,7333,3916,5,8,16,0,7,11,9,0,0,4,0,1,0,0,1,0,0,0
bnakaran,d112858,38250.0,45.0,2.0,9.0,11.0,1.0,0,0,0,0,0,0,0,0,44.510732,40.181363,0,0,1,0,1,0,0,0,"(40.181363, 44.510732)",634,299,1340,9908,1908,3015,4988,3316,4156,5457,4585,5431,6100,2278,4571,2186,946,1134,2990,4596,4199,5651,7389,4431,9,6,16,6,5,7,11,3,0,3,0,2,1,5,0,3,0,0
bnakaran,d113620,114400.0,88.0,3.0,8.0,14.0,1.0,1,0,1,0,0,0,0,0,44.511082,40.179372,1,0,0,0,1,0,0,0,"(40.179372, 44.511082)",811,487,1557,9866,1922,2813,5102,3381,3959,5662,4735,5362,6194,2471,4390,2382,1066,911,2774,4387,4036,5494,7492,4207,8,3,16,6,3,8,7,3,0,1,0,2,1,3,0,2,0,0
bnakaran,d108749,660000.0,220.0,4.0,8.0,8.0,2.0,1,0,1,1,0,0,0,0,44.514398423279,40.182277352187,1,0,0,0,1,0,0,0,"(40.182277352187, 44.514398423279)",418,551,1409,10236,2231,3213,5244,2990,4072,5543,4307,5755,5782,2415,4810,2316,639,1244,3138,4773,4464,5923,7075,4500,19,7,22,4,5,9,9,3,0,3,0,1,1,2,0,2,0,0
bars,2-1-44,70000.0,45.0,1.0,3.0,4.0,1.0,0,1,0,1,0,1,0,0,44.49588581289186,40.17851819863655,0,0,0,1,1,0,0,0,"(40.17851819863655, 44.49588581289186)",1831,1145,1709,8613,634,2600,4009,4606,4781,5215,5700,4171,7352,2089,3832,2049,2211,1603,2826,4170,3334,4712,8620,4484,1,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
myrealty,138685,190000.0,83.0,3.0,10.0,15.0,1.0,0,0,0,0,1,1,1,1,44.50759201950419,40.19012669592037,0,0,1,0,1,0,0,0,"(40.19012669592037, 44.50759201950419)",785,786,369,10024,2035,3908,4451,3342,5118,4497,4112,5715,5901,1414,5355,1308,1131,2138,3950,5507,4910,6320,7124,5435,3,3,8,1,2,1,0,0,0,1,0,0,2,0,0,1,0,0
myrealty,135775,290000.0,50.0,2.0,4.0,17.0,1.0,1,1,0,1,0,1,1,1,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0,"(40.20241187184684, 44.51959732658925)",1864,2366,1698,11551,3703,5473,5403,2544,5968,4287,2519,7365,4532,2266,7006,2173,1801,3525,5420,7048,6591,8015,5652,6729,0,4,2,2,1,2,0,0,2,3,0,0,0,1,0,0,0,0
myrealty,132354,356999.99999999994,155.0,5.0,11.0,14.0,3.0,1,0,1,0,0,0,0,1,44.48023076128606,40.14596510603376,1,0,0,0,0,1,0,0,"(40.14596510603376, 44.48023076128606)",5347,4751,5561,6813,3750,2016,6143,7688,5015,8587,9277,2715,10557,5816,491,5805,5601,3905,2481,1659,523,992,11885,3242,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0
myrealty,108292,275000.0,124.0,4.0,9.0,16.0,2.0,1,1,0,1,0,1,1,1,44.539173935967966,40.16188844717563,1,0,0,0,0,0,1,0,"(40.16188844717563, 44.539173935967966)",3372,3544,4497,11833,4714,3365,8114,3498,1233,8618,5653,7277,6028,5506,4909,5408,3162,2518,2839,4148,4974,6271,7327,2859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bnakaran,d116472,135000.0,46.0,2.0,10.0,11.0,1.0,0,0,1,1,0,1,0,0,44.511538051724,40.182406197771,0,0,1,0,0,0,0,1,"(40.182406197771, 44.511538051724)",500,310,1266,10011,1994,3146,5010,3210,4213,5396,4452,5544,5982,2235,4705,2139,825,1245,3113,4724,4333,5785,7267,4537,10,11,17,6,5,6,11,5,0,3,0,1,1,5,0,4,0,0
bnakaran,d117853,80000.0,38.0,1.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.500426626983,40.18417750346,0,0,0,1,1,0,0,0,"(40.18417750346, 44.500426626983)",1262,654,979,9200,1162,3199,4059,4053,4945,4768,4999,4835,6724,1558,4537,1491,1668,1752,3337,4795,4059,5448,7971,4932,0,0,5,0,0,9,0,1,0,1,1,0,0,0,0,4,0,0
bnakaran,d117616,129000.0,80.0,3.0,4.0,9.0,1.0,0,0,0,1,0,0,0,0,44.569219433178,40.185741262593,0,0,1,0,1,0,0,0,"(40.185741262593, 44.569219433178)",4598,5209,5550,14810,6900,6744,9694,2061,4661,8865,3555,10249,2701,6534,8413,6423,4191,5108,6308,7785,8346,9748,3850,6535,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0
myrealty,120867,190000.0000000001,90.0,3.0,4.0,13.0,1.0,0,1,0,1,0,1,1,1,44.506034062524215,40.093219317598425,0,0,1,0,0,0,1,0,"(40.093219317598425, 44.506034062524215)",10345,9991,11032,11121,9665,6930,12404,11603,6985,14657,13690,8609,14139,11613,5999,11571,10407,8688,6826,5357,6651,6074,15408,5507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bars,1-3-2007,470000.0,158.8,4.0,9.0,9.0,2.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,0,1,0,0,1,0,0,0,"(40.21673211791397, 44.583870697678144)",6767,7453,7265,17145,9120,9832,11036,4122,8266,9098,3233,12767,1256,7951,11537,7858,6406,7918,9497,11098,11337,12795,257,10027,0,7,11,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0
myrealty,142112,360000.0,103.0,3.0,9.0,12.0,1.0,1,1,0,1,0,1,1,1,44.499155086504345,40.19562050194883,1,0,0,0,0,0,1,0,"(40.19562050194883, 44.499155086504345)",1725,1585,573,9667,2049,4473,3656,4058,6020,3592,4411,5580,6392,490,5750,379,2048,2929,4611,6065,5231,6562,7540,6184,2,7,3,6,5,1,2,2,2,1,0,0,0,2,0,0,0,0
myrealty,136414,425000.0,116.0,3.0,3.0,16.0,2.0,1,0,1,1,0,1,1,1,44.4972968,40.20489739999999,1,0,0,0,0,0,1,0,"(40.20489739999999, 44.4972968)",2588,2592,1513,10091,2965,5510,3569,4413,6976,2661,4236,6269,6372,902,6740,905,2827,3952,5654,7098,6197,7482,7406,7222,3,5,3,2,2,0,1,1,0,2,0,1,0,0,0,1,0,0
bars,4-3-1276,378000.0,158.0,4.0,12.0,15.0,3.0,0,1,0,0,1,1,0,1,44.499155086504345,40.19562050194883,0,1,0,0,1,0,0,0,"(40.19562050194883, 44.499155086504345)",1725,1585,573,9667,2049,4473,3656,4058,6020,3592,4411,5580,6392,490,5750,379,2048,2929,4611,6065,5231,6562,7540,6184,2,7,3,6,5,1,2,2,2,1,0,0,0,2,0,0,0,0
bnakaran,d79133,50000.0,50.0,2.0,3.0,6.0,1.0,0,0,0,0,0,0,0,0,44.51726751,40.18237769,0,1,0,0,0,0,1,0,"(40.18237769, 44.51726751)",443,791,1559,10470,2474,3321,5470,2763,3963,5677,4149,5979,5571,2590,4947,2487,480,1314,3205,4857,4624,6087,6870,4501,24,7,33,1,8,11,14,0,0,1,2,0,0,1,0,1,0,0
bnakaran,d117262,140000.00000000003,74.0,2.0,2.0,3.0,1.0,0,0,0,1,0,0,0,0,44.520254779099,40.208670001255,0,1,0,0,1,0,0,0,"(40.208670001255, 44.520254779099)",2558,3032,2249,11949,4254,6156,5563,2861,6626,4007,2242,7874,4400,2582,7668,2507,2497,4220,6113,7737,7235,8645,5412,7426,1,5,8,0,1,4,7,2,3,3,0,0,0,1,0,1,0,0
myrealty,142480,860000.0,120.0,3.0,6.0,10.0,2.0,0,1,0,1,0,0,1,1,44.51151209195476,40.17739277146087,1,0,0,0,0,0,1,0,"(40.17739277146087, 44.51151209195476)",1004,697,1776,9837,1967,2618,5229,3452,3762,5871,4886,5309,6287,2671,4218,2585,1211,688,2560,4183,3885,5348,7594,3984,5,1,15,3,2,12,10,1,0,3,0,0,0,1,0,0,0,0
myrealty,136972,225000.0,91.0,3.0,1.0,7.0,2.0,1,1,1,1,0,1,1,1,44.47934247499251,40.15066008382748,1,0,0,0,0,0,1,0,"(40.15066008382748, 44.47934247499251)",4966,4347,5111,6703,3255,1873,5626,7403,5061,8064,8914,2396,10270,5322,844,5315,5243,3606,2404,1958,282,1322,11592,3427,11,7,6,2,3,1,8,1,0,3,0,0,0,3,0,0,0,0
myrealty,128007,470000.0,150.0,3.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.5180200101794,40.18203709652422,0,0,0,1,0,0,1,0,"(40.18203709652422, 44.5180200101794)",506,859,1631,10519,2532,3315,5543,2721,3900,5746,4143,6021,5539,2664,4950,2561,490,1301,3187,4843,4636,6100,6841,4463,24,10,31,2,9,13,14,0,0,2,2,0,0,1,0,1,0,0
bnakaran,d116692,162000.0,90.0,2.0,6.0,19.0,1.0,1,0,0,0,0,1,0,0,44.507678,40.184684,1,0,0,0,0,0,1,0,"(40.184684, 44.507678)",646,182,903,9792,1746,3312,4616,3443,4608,5007,4498,5383,6146,1828,4795,1735,1050,1545,3345,4909,4376,5806,7408,4837,4,7,10,4,5,8,6,5,1,3,2,0,2,2,0,4,0,0
myrealty,138644,210000.0,60.0,2.0,5.0,10.0,2.0,0,0,0,0,0,0,0,0,44.5180200101794,40.18203709652422,0,0,1,0,0,0,1,0,"(40.18203709652422, 44.5180200101794)",506,859,1631,10519,2532,3315,5543,2721,3900,5746,4143,6021,5539,2664,4950,2561,490,1301,3187,4843,4636,6100,6841,4463,24,10,31,2,9,13,14,0,0,2,2,0,0,1,0,1,0,0
bnakaran,d63940,820000.0,222.0,4.0,8.0,16.0,4.0,1,0,0,1,0,0,0,0,44.52157246,40.18153547,1,0,0,0,0,0,1,0,"(40.18153547, 44.52157246)",741,1166,1892,10789,2826,3413,5847,2482,3721,5977,4023,6275,5325,2936,5078,2831,539,1397,3235,4902,4797,6262,6637,4417,10,6,15,3,4,9,8,0,0,1,0,0,1,1,0,0,0,0
myrealty,138155,2100000.0,315.0,5.0,5.0,10.0,4.0,1,1,1,1,0,1,1,1,44.51467793334746,40.18220208362412,1,0,0,0,0,0,1,0,"(40.18220208362412, 44.51467793334746)",423,576,1430,10255,2253,3214,5269,2971,4053,5564,4298,5772,5767,2438,4815,2338,628,1239,3134,4771,4472,5931,7060,4490,20,6,25,4,7,9,10,3,0,3,0,1,1,2,0,2,0,0
bnakaran,d116409,200000.0,98.0,3.0,5.0,5.0,1.0,0,0,0,1,0,0,0,0,44.527029134918,40.175793145482,0,0,0,1,1,0,0,0,"(40.175793145482, 44.527029134918)",1522,1808,2664,11064,3297,3197,6504,2529,2956,6765,4389,6498,5388,3696,4902,3594,1307,1361,2898,4551,4719,6168,6720,3846,0,1,1,0,0,1,1,0,1,5,0,0,3,0,0,1,0,0
myrealty,142489,355000.0,106.0,3.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,0,0,0,1,0,0,1,0,"(40.183313571671, 44.51181945133735)",407,326,1190,10067,2039,3249,4999,3152,4285,5325,4361,5612,5910,2178,4806,2080,757,1345,3216,4828,4430,5880,7191,4634,7,11,23,5,5,6,11,5,0,4,0,1,1,4,0,5,0,0
myrealty,123218,165000.0,94.0,3.0,3.0,11.0,1.0,0,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846,0,0,1,0,1,0,0,0,"(40.16624129129846, 44.51488777979646)",2197,1959,3043,9843,2662,1717,6112,4009,2666,7098,5785,5262,6869,3885,3422,3807,2260,599,1451,3119,3264,4701,8201,2719,0,7,4,4,2,4,4,0,0,5,1,0,0,2,0,2,0,0
myrealty,139827,490000.00000000006,106.0,3.0,3.0,16.0,2.0,1,1,1,1,0,1,1,1,44.50439786901182,40.18091474247,1,0,0,0,0,0,1,0,"(40.18091474247, 44.50439786901182)",1069,387,1280,9384,1368,2856,4514,3836,4450,5240,4990,4931,6590,2027,4301,1951,1441,1264,2934,4457,3874,5303,7866,4489,9,8,15,2,1,5,5,2,0,2,0,1,1,1,0,1,0,0
bnakaran,d117102,2325000.0,300.0,5.0,9.0,10.0,4.0,1,0,0,0,0,0,0,0,44.514784661376,40.181182883197,1,0,0,0,0,0,1,0,"(40.181182883197, 44.514784661376)",536,613,1527,10228,2248,3113,5316,3010,3951,5662,4382,5732,5820,2524,4723,2425,707,1129,3025,4665,4388,5849,7119,4376,18,5,19,3,4,8,15,3,0,3,0,1,1,1,0,1,0,0
myrealty,138455,118000.0,80.0,3.0,6.0,9.0,1.0,0,1,0,0,0,1,0,1,44.4972968,40.20489739999999,0,0,1,0,0,0,1,0,"(40.20489739999999, 44.4972968)",2588,2592,1513,10091,2965,5510,3569,4413,6976,2661,4236,6269,6372,902,6740,905,2827,3952,5654,7098,6197,7482,7406,7222,3,5,3,2,2,0,1,1,0,2,0,1,0,0,0,1,0,0
myrealty,139275,137000.0,62.0,2.0,9.0,14.0,1.0,1,0,1,0,0,1,0,1,44.50777117033231,40.21015348895229,1,0,0,0,0,1,0,0,"(40.21015348895229, 44.50777117033231)",2756,3012,1990,11154,3822,6119,4578,3834,7109,2983,3273,7276,5458,1863,7489,1824,2854,4345,6177,7720,6990,8334,6425,7639,0,1,0,2,1,2,0,1,0,3,0,0,1,1,0,0,0,0
myrealty,135626,183500.0,83.0,3.0,2.0,8.0,1.0,1,1,0,1,0,0,0,0,44.48439985,40.14520375,1,0,0,0,0,0,1,0,"(40.14520375, 44.48439985)",5232,4662,5521,7174,3784,1776,6348,7491,4673,8690,9136,3060,10357,5840,127,5823,5466,3733,2198,1297,585,1260,11687,2879,3,8,6,2,6,3,0,0,0,5,0,0,0,2,0,0,0,0
bnakaran,d107338,299000.0,130.0,3.0,9.0,12.0,2.0,1,0,0,0,0,0,0,0,44.51455935582,40.182533680913,1,0,0,0,1,0,0,0,"(40.182533680913, 44.51455935582)",388,561,1395,10258,2249,3245,5247,2966,4090,5528,4276,5780,5755,2406,4842,2305,609,1274,3168,4804,4495,5953,7047,4527,17,6,26,4,6,8,10,2,0,2,0,1,1,2,0,2,0,0
myrealty,138934,180000.0,80.0,3.0,4.0,16.0,1.0,1,1,0,1,0,1,1,0,44.4567380668362,40.166016462777485,1,0,0,0,0,0,1,0,"(40.166016462777485, 44.4567380668362)",5432,4749,5006,5016,3062,3900,3565,8210,7184,6583,9187,776,10945,4685,3409,4733,5816,4745,4468,4516,2810,3054,12196,5856,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0
myrealty,136787,255000.0,53.0,2.0,5.0,20.0,1.0,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0,"(40.17606564344017, 44.51863665459219)",1145,1192,2182,10380,2585,2767,5839,3030,3295,6316,4674,5826,5896,3162,4445,3067,1133,769,2578,4245,4191,5654,7219,3799,2,5,9,1,4,7,2,1,0,2,0,1,1,0,1,0,0,0
bars,1-N-185,320000.00000000006,210.0,4.0,5.0,7.0,3.0,0,1,0,1,1,1,0,0,44.50948029563954,40.17885352616499,0,1,0,0,1,0,0,0,"(40.17885352616499, 44.50948029563954)",926,484,1568,9719,1786,2717,5003,3528,3997,5644,4866,5214,6339,2441,4274,2356,1204,879,2703,4300,3909,5365,7636,4172,8,5,23,5,1,10,6,2,0,1,1,1,1,3,0,0,0,0
myrealty,139052,205000.0,97.0,3.0,10.0,18.0,2.0,1,0,1,0,0,0,0,1,44.53131187614989,40.2057431020302,1,0,0,0,0,1,0,0,"(40.2057431020302, 44.53131187614989)",2591,3207,2718,12602,4693,6179,6433,1948,6143,4998,1467,8370,3490,3324,7788,3232,2378,4168,6045,7707,7423,8871,4591,7188,1,5,7,1,1,5,3,1,1,3,1,0,1,1,1,12,0,0
myrealty,132575,510000.0,123.0,4.0,5.0,11.0,2.0,1,1,0,1,0,1,1,1,44.51548071604492,40.19013906690871,1,0,0,0,0,0,1,0,"(40.19013906690871, 44.51548071604492)",461,1012,970,10637,2602,4067,5109,2675,4805,4913,3600,6267,5284,2005,5623,1894,574,2122,4014,5640,5236,6679,6531,5368,9,4,12,0,1,1,5,1,0,2,0,0,1,3,0,0,0,0
bars,1-B-96,280000.00000000006,73.0,3.0,3.0,10.0,2.0,0,0,0,0,1,1,0,1,44.51863665459219,40.17606564344017,0,1,0,0,1,0,0,0,"(40.17606564344017, 44.51863665459219)",1145,1192,2182,10380,2585,2767,5839,3030,3295,6316,4674,5826,5896,3162,4445,3067,1133,769,2578,4245,4191,5654,7219,3799,2,5,9,1,4,7,2,1,0,2,0,1,1,0,1,0,0,0
bars,1-N-394,145000.00000000006,79.0,3.0,5.0,5.0,2.0,0,1,0,1,0,1,0,0,44.5180200101794,40.18203709652422,0,1,0,0,1,0,0,0,"(40.18203709652422, 44.5180200101794)",506,859,1631,10519,2532,3315,5543,2721,3900,5746,4143,6021,5539,2664,4950,2561,490,1301,3187,4843,4636,6100,6841,4463,24,10,31,2,9,13,14,0,0,2,2,0,0,1,0,1,0,0
bnakaran,d116762,230000.0,39.0,2.0,3.0,22.0,1.0,1,0,0,1,0,0,0,0,44.509842,40.18046,1,0,0,0,1,0,0,0,"(40.18046, 44.509842)",760,329,1407,9804,1822,2897,4957,3425,4119,5504,4710,5318,6217,2311,4447,2222,1066,1046,2884,4481,4073,5525,7508,4343,9,7,17,6,2,7,8,3,0,3,0,2,1,4,0,3,0,0
bnakaran,d72996,240000.0,120.0,3.0,6.0,10.0,1.0,1,0,1,0,0,0,0,0,44.514863491058,40.180512733596,1,0,0,0,1,0,0,0,"(40.180512733596, 44.514863491058)",610,648,1592,10211,2248,3047,5349,3037,3884,5727,4437,5707,5856,2582,4663,2484,763,1058,2954,4596,4334,5796,7158,4301,17,5,18,3,3,10,14,2,0,3,0,1,1,1,0,1,0,0
myrealty,124908,210000.0,90.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,0,0,1,0,1,0,0,0,"(40.1832187, 44.50449735)",951,297,1024,9481,1437,3111,4420,3747,4641,5016,4807,5067,6461,1805,4544,1724,1348,1484,3189,4712,4105,5525,7724,4735,4,1,7,3,1,6,4,3,1,2,1,1,1,1,0,0,0,0
bars,4-3-1370,132000.0,75.0,2.0,2.0,5.0,1.0,0,0,0,0,0,1,0,0,44.52473536231635,40.20625843913501,0,0,0,1,0,1,0,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
myrealty,128740,189000.0,90.0,3.0,4.0,14.0,1.0,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,1,0,0,0,0,1,0,0,"(40.20967865714541, 44.509269992836)",2678,2961,1960,11229,3832,6081,4685,3697,7014,3120,3151,7317,5331,1908,7471,1862,2760,4283,6126,7681,6980,8334,6308,7573,0,2,1,2,1,2,3,1,0,3,0,0,1,1,0,1,0,0
bnakaran,d114614,240000.0,72.0,3.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,44.491717560729,40.197362457492,0,0,0,1,0,0,1,0,"(40.197362457492, 44.491717560729)",2353,2107,1213,9228,2049,4725,3015,4704,6548,3127,4921,5315,6964,175,5853,285,2694,3386,4932,6287,5290,6543,8077,6559,17,10,18,2,10,2,5,0,0,1,0,0,1,0,0,1,0,0
bars,1-3-1578,165000.0,97.0,4.0,5.0,5.0,2.0,0,0,0,0,0,1,0,0,44.5273774,40.17699785,0,1,0,0,1,0,0,0,"(40.17699785, 44.5273774)",1446,1779,2595,11125,3314,3314,6482,2410,3073,6680,4253,6565,5274,3634,5017,3530,1206,1442,3025,4680,4823,6276,6605,3983,0,1,2,0,0,4,1,0,1,5,0,0,3,1,0,0,0,0
bnakaran,d117282,360000.0,51.0,3.0,4.0,9.0,1.0,1,0,0,0,0,0,0,0,44.514605931097,40.179286390586,1,0,0,0,1,0,0,0,"(40.179286390586, 44.514605931097)",747,701,1696,10149,2221,2914,5381,3120,3780,5829,4560,5632,5951,2667,4536,2572,891,920,2816,4460,4215,5679,7257,4167,11,5,17,3,5,10,13,3,0,1,0,0,1,1,0,1,0,0
bnakaran,d114379,480000.0,175.0,4.0,10.0,11.0,3.0,1,0,0,1,0,0,0,0,44.506465508565,40.198746553231,1,0,0,0,0,0,1,0,"(40.198746553231, 44.506465508565)",1595,1749,722,10379,2666,4846,4267,3488,6001,3689,3702,6265,5707,1090,6236,991,1800,3098,4908,6447,5755,7128,6839,6396,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0
myrealty,131535,150000.0,70.0,2.0,14.0,14.0,1.0,0,0,0,0,0,0,0,0,44.51344849450384,40.1767382062846,0,0,1,0,0,0,1,0,"(40.1767382062846, 44.51344849450384)",1039,842,1904,9975,2139,2615,5408,3349,3605,6017,4848,5436,6197,2826,4245,2737,1186,623,2518,4160,3937,5401,7509,3893,3,3,19,1,4,13,10,0,0,3,0,0,1,0,1,0,0,0
bars,4-3-1328,168000.0,100.0,3.0,8.0,14.0,2.0,0,0,0,0,1,0,0,1,44.5046635,40.21198605,0,1,0,0,1,0,0,0,"(40.21198605, 44.5046635)",3022,3228,2174,11061,3907,6301,4394,4164,7399,2654,3527,7275,5726,1882,7627,1862,3143,4577,6384,7901,7110,8429,6660,7875,0,1,1,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0
myrealty,141372,275000.0,110.0,4.0,14.0,14.0,2.0,1,1,0,1,0,1,1,1,44.489355959454166,40.21403837276494,1,0,0,0,0,0,1,0,"(40.21403837276494, 44.489355959454166)",3807,3790,2723,10203,3885,6588,3326,5418,8195,1456,4830,6786,7036,1905,7691,1961,4036,5140,6779,8152,7110,8302,7934,8382,0,1,0,0,0,3,0,1,6,0,1,0,0,1,0,0,0,0
